7896727918963;COD_LST;COD_NBS;ID_ESTOQUE;DESCRICAO;UNI_MEDIDA;PRC_CUSTO;PRC_VENDA;UTL_VENDA;MARGEM_LB;POR_COMISSAO;ULT_FORNEC;NOME;ID_TIPOITEM;TIPO_ITEM;ADICIONAL1;ADICIONAL2;ID_INDEXADOR;INDEXADOR;ID_GRUPO;GRUPO;DESC_CMPL;COD_BARRA;REFERENCIA;PRC_MEDIO;QTD_ATUAL;QTD_MINIM;QTD_INICIO;ULT_COMPRA;PESO;IPI;CF;CST;CST_IPI;CST_PIS;CST_COFINS;PIS;COFINS;IAT;IPPT;COD_NCM;CSOSN;MVA;ID_NIVEL1;NIVEL1;ID_NIVEL2;NIVEL2;TAXA_ICMS;GRADE_SERIE;ISS_ALIQ;ANP;FCI;PRC_ATACADO;CFOP_NF;CFOP_CF;COD_CEST;CENQ;OBSERVACAO
6728;;;6717;SACHE BIO EXTRATUS SPECIALISTE MATIZANTE 30 G;UN;6,75;12,9;01/10/2022;;;;;0;Mercadoria para revenda;;;;;;;;7898132981020;;6,75;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002000;999;
6729;;;6718;SACHE BIO EXTRATUS FORCA COM PIMENTA 30 G;UN;4,97;11,99;13/04/2023;;;;;0;Mercadoria para revenda;;;;;62;CABELO;;7898126407932;;4,97;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 77288/3
6730;;;6719;AGUA OXIGENADA IDEAL 10V 70 ML;UN;1,75;3,5;;;;;;0;Mercadoria para revenda;;;;;;;;7896679229131;;1,75;0;0;1;;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 53557/3
6731;;;6720;AGUA OXIGENADA BEIRA ALTA 10V 90ML;UN;1,17;2,99;10/10/2023;;;88;LOJA DA VIVI LTDA;0;Mercadoria para revenda;;;;;62;CABELO;;7896213309299;2400;1,17;16;0;1;29/12/2022;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;0;5102;5102;2002000;999;
6732;;;6721;AGUA OXIGENADA BEIRA ALTA 20V 90ML;UN;1,17;2,99;20/12/2023;;;88;LOJA DA VIVI LTDA;0;Mercadoria para revenda;;;;;62;CABELO;;7896213300050;2500;1,14;6;0;12;29/12/2022;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;0;5102;5102;2002000;999;
6733;;;6722;COND KAMALEAO COLOR SALMAO BLORANGE 150 ML;UN;16;57,9;;;;;;0;Mercadoria para revenda;;;;;62;CABELO;;7898449394216;;16;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;0;5102;5102;2002000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 44545/1
6734;;;6723;MASCARA BIO EXTRATUS FUN VERDE 100ml;UN;19,6;31,99;22/12/2022;;;;;0;Mercadoria para revenda;;;;;62;CABELO;;7898132983444;;19,6;0;0;4;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002000;999;
6735;;;6724;MASCARA KAMALEAO COLOR CANARIO 150 ML;UN;28;57,9;19/12/2022;;;;;0;Mercadoria para revenda;;;;;62;CABELO;;7898449393578;;28;0;0;3;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002000;999;
6736;;;6725;COLORACAO YAMA FASHION COLOR 7.12;UN;5,69;11,9;31/10/2022;;;;;0;Mercadoria para revenda;;;;;;;;7896150015482;;5,69;0;0;2;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 188411/0
6737;;;6726;COLORACAO YAMA FASHION COLOR 6.35;UN;5,69;11,9;;;;;;0;Mercadoria para revenda;;;;;;;;7896150015543;;5,69;0;0;2;;0;0;;41;53;99;99;;;A;P;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;
6738;;;6727;COLORACAO YAMA FASHION COLOR 5.66;UN;5,69;11,9;;;;;;0;Mercadoria para revenda;;;;;;;;7896150015673;;5,69;0;0;3;;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 188411/0
6779;;;6768;ESMALTE EM GEL NATI A VIDA E AGORA;UN;21,9;34,9;;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7908083519866;1165;21,9;6;;0;19/07/2022;;0;;41;53;6;6;0;0;A;T;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6739;;;6728;COLORACAO YAMA FASHION COLOR 9.12;UN;4,29;11,9;06/10/2022;;;;;0;Mercadoria para revenda;;;;;;;;7896150015505;;4,29;0;0;2;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;
6780;;;6769;ESMALTE EM GEL NATI BEM DISCRETA;UN;21,9;34,9;;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7908083520121;1171;21,9;6;;0;19/07/2022;;0;;41;53;6;6;0;0;A;T;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6740;;;6729;COLORACAO YAMA FASHION COLOR 2011;UN;5,69;11,9;29/12/2022;;;;;0;Mercadoria para revenda;;;;;;;;7896150015703;;5,69;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;
6781;;;6770;ESMALTE EM GEL NATI CAUSA INVEJA;UN;21,9;34,9;;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;7908083520459;1178;21,9;0;;0;19/07/2022;;0;;41;53;6;6;0;0;A;P;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6741;;;6730;TINTA EMBELLEZE MAXTON 7.1;UN;9,15;13,9;;;;;;0;Mercadoria para revenda;;;;;62;CABELO;;7896013553038;;9,15;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;
6782;;;6771;ESMALTE EM GEL NATI CEU NOTURNO;UN;21,9;34,9;08/04/2023;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;7908083519781;1163;21,9;0;;0;19/07/2022;;0;;41;53;6;6;0;0;A;T;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6742;;;6731;TINTA EMBELLEZE MAXTON .001;UN;9,15;13,9;;;;;;0;Mercadoria para revenda;;;;;62;CABELO;;7896013563006;;9,15;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;
6783;;;6772;ESMALTE EM GEL NATI CHEGA CHEGANDO;UN;21,9;34,9;03/11/2023;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7908083520169;1172;21,9;0;;0;19/07/2022;;0;;41;53;6;6;0;0;A;T;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6743;;;6732;TINTA BIO EXTRATUS 1.0;UN;17,1;27,9;;;;;;0;Mercadoria para revenda;;;;;;;;7898126408182;;17,1;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;
6784;;;6773;ESMALTE EM GEL NATI CHICLETINHO;UN;21,9;34,9;;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7908083519828;1164;21,9;6;;0;19/07/2022;;0;;41;53;6;6;0;0;A;T;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6744;;;6733;TINTA BIO EXTRATUS 4.0;UN;17,1;27,9;;;;;;0;Mercadoria para revenda;;;;;;;;7898126408205;;17,1;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;
6785;;;6774;ESMALTE EM GEL NATI CINZA URBANO;UN;21,9;34,9;30/08/2022;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7908083520046;1169;21,9;5;;0;19/07/2022;;0;;41;53;6;6;0;0;A;T;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6745;;;6734;TINTA BIO EXTRATUS 3.0;UN;17,1;27,9;;;;;;0;Mercadoria para revenda;;;;;;;;7898126408199;;17,1;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;
6786;;;6775;ESMALTE EM GEL NATI DESPERTA DESEJO;UN;21,9;34,9;29/12/2022;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7908083520374;1176;21,9;5;;0;19/07/2022;;0;;41;53;6;6;0;0;A;T;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6746;;;6735;TINTA BIO EXTRATUS 8.0;UN;17,1;27,9;;;;;;0;Mercadoria para revenda;;;;;;;;7898126408243;;17,1;0;0;2;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;
6787;;;6776;ESMALTE EM GEL NATI ME REPRESENTA;UN;21,9;34,9;19/11/2022;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;7908083520336;1175;21,9;0;;0;19/07/2022;;0;;41;53;6;6;0;0;A;P;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6747;;;6736;TINTA AMEND SUPERIA COLOR PRETO;UN;16,85;30;26/08/2022;;;;;0;Mercadoria para revenda;;;;;;;;7896852616734;;16,85;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;
6788;;;6777;ESMALTE EM GEL NATI MEIA DE RENDA;UN;21,9;34,9;16/02/2023;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7908083520039;1168;21,9;3;;0;19/07/2022;;0;;41;53;6;6;0;0;A;T;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6789;;;6778;ESMALTE EM GEL NATI MEU DESEJO;UN;21,9;34,9;;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7908083520084;1170;21,9;6;;0;19/07/2022;;0;;41;53;6;6;0;0;A;T;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6748;;;6737;TINTA AMEND SUPERIA COLOR CINZA;UN;16,93;30;26/08/2022;;;;;0;Mercadoria para revenda;;;;;;;;7896852616567;;16,93;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;
6790;;;6779;ESMALTE EM GEL NATI MEU GLAMOUR;UN;21,9;34,9;11/08/2022;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7908083520572;1179;21,9;5;;0;19/07/2022;;0;;41;53;6;6;0;0;A;T;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6749;;;6738;SPRAY AMEND RETOQUE DA COR VERMELHO 75ml;UN;18,66;34,99;;;;;;0;Mercadoria para revenda;;;;;;;;7896852618134;;18,66;0;0;1;;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;
6751;;;6740;TONALIZANTE YAMA 9.0;UN;9,25;15,9;;;;;;0;Mercadoria para revenda;;;;;;;;7896150018469;;9,25;0;0;1;;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;
6752;;;6741;BANHO DE BRILHO CAPICILIN GRAFITE;UN;19,92;34,9;;;;;;0;Mercadoria para revenda;;;;;;;;7896522035216;;19,92;0;0;2;;0;0;;41;53;99;99;;;A;P;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;
6753;;;6742;BANHO DE BRILHO CAPICILIN PRATA CENDRE;UN;19,92;34,9;27/12/2022;;;;;0;Mercadoria para revenda;;;;;;;;7896522035209;;19,92;0;0;2;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;
6754;;;6743;BANHO DE BRILHO CAPICILIN PRETO AZULADO;UN;19,92;34,9;26/08/2022;;;;;0;Mercadoria para revenda;;;;;;;;7896522035292;;19,92;0;0;2;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;
6755;;;6744;BANHO DE BRILHO CAPICILIN PRATA CLARO PLATINA;UN;19,92;34,9;;;;;;0;Mercadoria para revenda;;;;;62;CABELO;;7896522035179;;19,92;0;0;3;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002200;999;
6756;;;6745;MASCARA EMBELLEZE MAXTON RUIVAS MISTICAS 200 ML;UN;28,3;42,9;;;;;;0;Mercadoria para revenda;;;;;;;;7896013563624;;28,3;0;0;2;;0;0;;41;53;99;99;;;A;P;33059000;102;0;;;;;;N;;;;;5102;5102;2002000;999;
6757;;;6746;MASCARA FOREVER LISS MEGA MARSALA 500 ML;UN;30;45,9;12/08/2022;;;;;0;Mercadoria para revenda;;;;;;;;7898952577915;;30;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002000;999;
6759;;;6748;SHAMPOO FOREVER LISS COLOR RED 300 ML;UN;15;29,9;;;;;;0;Mercadoria para revenda;;;;;;;;7898952577502;;15;0;0;1;;0;0;;41;53;6;6;0;0;A;P;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6760;;;6749;LEAVE IN FELPS MARULA 250ml;UN;27,5;43,9;06/02/2023;;;;;0;Mercadoria para revenda;;;;;;;;7898639792365;;27,5;0;0;2;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002100;999;
6761;;;6750;PROTEINA CADIVEU BOCA ROSA 150 ML;UN;;39,9;;;;;;0;Mercadoria para revenda;;;;;;;;7898606741990;;0;0;0;1;;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;;5102;5102;2002100;999;
6762;;;6751;SHAMPOO CADIVEU BOSSA NOVA 250 ML;UN;;39,9;;;;;;0;Mercadoria para revenda;;;;;;;;7898947734163;;0;0;0;1;;0;0;;41;53;6;6;0;0;A;P;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6763;;;6752;PLASTICA DOS FIOS CADIVEU DISCIPLINA MAXIMA;UN;;199,9;29/12/2022;;;;;0;Mercadoria para revenda;;;;;;;;7898606741051;;0;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002100;999;
6765;;;6754;LEAVE IN FELPS SMOOTH POS QUIMICA 250ml;UN;22;32,9;;;;;;0;Mercadoria para revenda;;;;;;;;7898958542764;;22;0;0;3;;0;0;;41;53;6;6;0;0;A;P;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6766;;;6755;PROTEINA HASKELL BENDITO SEJA 150ml;UN;22,95;38,9;;;;;;0;Mercadoria para revenda;;;;;62;CABELO;;7898610371282;;22,95;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;0;5102;5102;2002000;999;
6767;;;6756;FINALIZADOR HASKELL LISO COM FORCA 150ml;UN;28,95;48,9;;;;;;0;Mercadoria para revenda;;;;;;;;7898610372623;;28,95;0;0;1;;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;;5102;5102;2002100;999;
6768;;;6757;SHAMPOO GLATTEN MALAGUETA 300ml;UN;16,86;24,99;;;;;;0;Mercadoria para revenda;;;;;;;;7898671601953;;16,86;0;0;2;;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6769;;;6758;COND GLATTEN MALAGUETA 300ml;UN;17,07;27,99;;;;;;0;Mercadoria para revenda;;;;;;;;7898671602110;;17,07;0;0;2;;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6770;;;6759;OLEO HASKELL CACHOS SIM 60ml;UN;24,95;42,9;;;;;;0;Mercadoria para revenda;;;;;;;;7898610371008;;24,95;0;0;1;;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 365322/1
6771;;;6760;SHAMPOO GLATTEN TAURINE 300ml;UN;16,86;24,99;;;;;;0;Mercadoria para revenda;;;;;;;;7898671600819;;16,86;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6772;;;6761;COND GLATTEN SALVAPLEX 300ml;UN;19,33;31,99;;;;;;0;Mercadoria para revenda;;;;;62;CABELO;;7898671600864;;19,33;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6773;;;6762;SHAMPOO GLATTEN SALVAPLEX 300ml;UN;19,46;24,99;;;;;;0;Mercadoria para revenda;;;;;62;CABELO;;7898671600857;;19,46;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6774;;;6763;COND GLATTEN TAURINE 300ml;UN;16,91;29,99;;;;;;0;Mercadoria para revenda;;;;;;;;7898671600826;;16,91;0;0;2;;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6775;;;6764;SHAMPOO GLATTEN ANABOLIZANTE 300ml;UN;16,87;28,99;;;;;;0;Mercadoria para revenda;;;;;;;;7898671600499;;16,87;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6776;;;6765;COND GLATTEN ANABOLIZANTE 300ml;UN;16,92;28,99;;;;;;0;Mercadoria para revenda;;;;;62;CABELO;;7898671600505;;16,92;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6777;;;6766;COND GLATTEN WATERMELON 300ml;UN;15,71;26,99;25/04/2023;;;19;APEX DISTRIBUIDORA EIRELI;0;Mercadoria para revenda;;;;;;;;7898671600796;4388;15,71;0;0;1;30/11/2022;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;0;5102;5102;2001700;999;
6791;;;6780;ESMALTE EM GEL NATI SANTO CREME;UN;21,9;34,9;08/12/2022;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;7908083520244;1173;21,9;0;;0;19/07/2022;;0;;41;53;6;6;0;0;A;P;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6792;;;6781;ESMALTE EM GEL NATI SEM MIMIMI;UN;21,9;34,9;29/12/2022;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7908083519903;1166;21,9;4;;0;19/07/2022;;0;;41;53;6;6;0;0;A;T;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6793;;;6782;ESMALTE EM GEL NATI SUA VERDADE;UN;21,9;34,9;22/08/2022;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7908083520299;1174;21,9;4;;0;19/07/2022;;0;;41;53;6;6;0;0;A;T;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6794;;;6783;ESMALTE EM GEL NATI TOCA MEU CORACAO;UN;21,9;34,9;18/11/2022;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7908083519941;1167;21,9;5;;0;19/07/2022;;0;;41;53;6;6;0;0;A;T;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6795;;;6784;GEL NATI BASE;UN;17,75;29,9;16/09/2022;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;7908083514038;1188;17,75;0;;0;19/07/2022;;0;;41;53;6;6;0;0;A;T;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6796;;;6785;PRIMER NATI ACIDO;UN;17,75;29,9;13/10/2022;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7908083513994;1186;17,75;5;;0;19/07/2022;;0;;41;53;6;6;0;0;A;T;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6797;;;6786;PRIMER NATI SEM ACIDO;UN;17,75;29,9;05/10/2022;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;7908083514014;1187;17,75;0;;0;19/07/2022;;0;;41;53;6;6;0;0;A;P;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6798;;;6787;REGULADOR DE PH NATI;UN;17,75;29,9;05/10/2022;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;7908083513970;1185;17,75;0;;0;19/07/2022;;0;;41;53;6;6;0;0;A;T;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6799;;;6788;PORTA GLITTER GAVETEIRO;UN;88,5;199,9;28/11/2022;;;95;HQZ Diamond Nails Comercio de Produtos de Higiene Pessoal Lt;0;Mercadoria para revenda;;;;;;;;;;88,5;0;0;0;15/07/2022;0;;;41;53;99;99;;;A;T;39269090;102;0;;;;;;N;;;;0;5102;5102;2803800;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 13985/2
6800;;;6789;MINI LIXA PARA MANDRIL HQZ 100 UN #180;UN;9;19,9;12/11/2022;;;95;HQZ Diamond Nails Comercio de Produtos de Higiene Pessoal Lt;0;Mercadoria para revenda;;;;;;;;;9809211;9;0;0;0;15/07/2022;0;;;41;53;99;99;0;0;A;P;85439010;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 13985/2
6801;;;6790;PUMP PARA ESPUMA 100 ML;UN;2,1;16,9;05/05/2023;;;88;LOJA DA VIVI LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;;9809214;4,41;2;0;0;21/10/2022;0;;;41;53;99;99;0;0;A;T;39269090;102;0;;;;;;N;;;;0;5102;5102;1400500;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 13985/2
6802;;;6791;PLACA PARA CILIOS HQZ ACRILICO;UN;8;19,9;01/11/2023;;;95;HQZ Diamond Nails Comercio de Produtos de Higiene Pessoal Lt;0;Mercadoria para revenda;;;;;63;PELE;;;7016854120001;8;2;0;0;15/07/2022;0;;;41;53;99;99;0;0;A;T;39269090;102;0;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 13985/2
6803;;;6792;GLITTER POTE GRANDE;UN;2;6;19/06/2023;;;95;HQZ Diamond Nails Comercio de Produtos de Higiene Pessoal Lt;0;Mercadoria para revenda;;;;;64;UNHA;;;;2;69;0;0;15/07/2022;0;;;41;53;99;99;0;0;A;T;39199090;102;0;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 13985/2
6804;;;6793;DAPPEN SEM TAMPA;UN;0,45;6,9;02/03/2023;;;88;LOJA DA VIVI LTDA;0;Mercadoria para revenda;;;;;;;;;9809212;0,93;0;0;0;21/09/2022;0;;;41;53;99;99;0;0;A;T;70139900;102;0;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 13985/2
6805;;;6794;CILIOS GIRLLASH Y 0.07C MIX;UN;52;89,9;26/09/2022;;;95;HQZ Diamond Nails Comercio de Produtos de Higiene Pessoal Lt;0;Mercadoria para revenda;;;;;;;;;9809224;52;0;0;0;15/07/2022;0;;;41;53;99;99;0;0;A;T;67041900;102;0;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 13985/2
6806;;;6795;SPIDER GEL KAISA BRANCO;UN;1,2;19,9;25/01/2023;;;95;HQZ Diamond Nails Comercio de Produtos de Higiene Pessoal Lt;0;Mercadoria para revenda;;;;;64;UNHA;;;;1,2;5;0;0;15/07/2022;0;;;41;53;99;99;0;0;A;T;82142000;102;0;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 13985/2
